"manyID","treatyID","Title","Beg","stateID","Signature","Force","StateName","gptadID","destaID","changes"
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","FJI","1980","1981","Fiji",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","KIR","1980","1981","Kiribati",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","NIU","1980","1981","Niue",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","NZL","1980","1981","New Zealand",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","PNG","1980","1981","Papua New Guinea",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","SLB","1980","1981","Solomon Islands",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","TON","1980","1981","Tonga",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","TUV","1980","1981","Tuvalu",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","WSM","1980","1981","Samoa",NA,"668",0
"ECEPGA_1981O","ECEPGA_1981O","EC Egypt Portugal Greece Accession","1981","EGY","1981",NA,"Egypt",NA,"302",0
"ECEPGA_1981O","ECEPGA_1981O","EC Egypt Portugal Greece Accession","1981","GRC","1981",NA,"Greece",NA,"302",0
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","CHE","1981",NA,"Switzerland",NA,"350",0
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","GRC","1981",NA,"Greece",NA,"350",0
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","LIE","1981",NA,"Liechtenstein",NA,"350",0
"GRC-SYR[ESA]_1981O","GRC-SYR[ESA]_1981O","EC Syria Greece Accession","1981","GRC","1981",NA,"Greece",NA,"351",0
